-9.058735,-6.2530036,9.058735,6.2530036,0.309726623,14190.13347,0.189214394
-7.73962,-6.9795227,7.73962,6.9795227,0.098208607,14178.70646,0.189077151
-7.987391,-7.6716094,7.987391,7.6716094,0.039535012,,
-4.5444536,-4.909062,4.5444536,4.909062,0.080231516,,
-11.366535,-9.491672,11.366535,9.491672,0.16494587,,
-12.146683,-10.781222,12.146683,10.781222,0.112414311,,
-8.669002,-6.9903007,8.669002,6.9903007,0.193644124,,
-18.589417,-18.932878,18.589417,18.932878,0.018476158,,
-6.2335873,-6.547232,6.2335873,6.547232,0.050315282,,
-12.842318,-13.348204,12.842318,13.348204,0.03939211,,
-11.6459465,-10.21655,11.6459465,10.21655,0.122737684,,
-9.288425,-10.399457,9.288425,10.399457,0.119614682,,
-5.5757356,-7.709587,5.5757356,7.709587,0.382703118,,
-20.921877,-16.647001,20.921877,16.647001,0.204325644,,
-7.351245,-8.714648,7.351245,8.714648,0.185465591,,
-15.119544,-13.32538,15.119544,13.32538,0.118665219,,
-5.860665,-7.2388663,5.860665,7.2388663,0.235161249,,
-7.0415215,-6.81541,7.0415215,6.81541,0.032111171,,
-11.145379,-9.381182,11.145379,9.381182,0.158289548,,
-15.925955,-15.823985,15.925955,15.823985,0.006402756,,
-7.7406406,-7.121643,7.7406406,7.121643,0.079967232,,
-5.236288,-4.419742,5.236288,4.419742,0.155939857,,
-6.189411,-5.5373015,6.189411,5.5373015,0.105358894,,
-8.754295,-9.735032,8.754295,9.735032,0.112029238,,
-8.407903,-11.439187,8.407903,11.439187,0.360527946,,
-6.007988,-7.3472905,6.007988,7.3472905,0.222920302,,
-8.684642,-10.7225275,8.684642,10.7225275,0.234653944,,
-16.62043,-15.221816,16.62043,15.221816,0.08415029,,
-11.742571,-10.688358,11.742571,10.688358,0.089777017,,
-4.788357,-3.680203,4.788357,3.680203,0.231426771,,
-8.453564,-9.708215,8.453564,9.708215,0.14841681,,
-16.289827,-15.480443,16.289827,15.480443,0.04968647,,
-17.943554,-17.318192,17.943554,17.318192,0.034851624,,
-26.677181,-13.852136,26.677181,13.852136,0.480749634,,
-8.332968,-14.104933,8.332968,14.104933,0.692666166,,
-16.193155,-12.588611,16.193155,12.588611,0.22259677,,
-5.7724857,-7.6930943,5.7724857,7.6930943,0.332717775,,
