-9.058735,-5.5263977,9.058735,5.5263977,0.389937149,12406.3361,0.165442079
-7.73962,-5.350958,7.73962,5.350958,0.308627814,,
-7.987391,-8.924561,7.987391,8.924561,0.117331179,,
-4.5444536,-4.8395557,4.5444536,4.8395557,0.064936762,,
-11.366535,-10.710733,11.366535,10.710733,0.057695859,,
-12.146683,-11.619891,12.146683,11.619891,0.043369206,,
-8.669002,-7.784277,8.669002,7.784277,0.102056154,,
-18.589417,-21.07228,18.589417,21.07228,0.133563253,,
-6.2335873,-8.122883,6.2335873,8.122883,0.303083218,,
-12.842318,-13.104648,12.842318,13.104648,0.020426998,,
-11.6459465,-10.771547,11.6459465,10.771547,0.075081875,,
-9.288425,-10.013164,9.288425,10.013164,0.078026038,,
-5.5757356,-6.4104147,5.5757356,6.4104147,0.149698472,,
-20.921877,-15.137513,20.921877,15.137513,0.276474429,,
-7.351245,-7.6873837,7.351245,7.6873837,0.045725411,,
-15.119544,-14.908436,15.119544,14.908436,0.01396259,,
-5.860665,-8.299002,5.860665,8.299002,0.41605125,,
-7.0415215,-6.010111,7.0415215,6.010111,0.146475517,,
-11.145379,-9.177222,11.145379,9.177222,0.176589509,,
-15.925955,-14.8627205,15.925955,14.8627205,0.066761114,,
-7.7406406,-7.5830784,7.7406406,7.5830784,0.020355189,,
-5.236288,-4.862447,5.236288,4.862447,0.071394278,,
-6.189411,-5.2740993,6.189411,5.2740993,0.14788349,,
-8.754295,-9.316313,8.754295,9.316313,0.064199116,,
-8.407903,-10.953073,8.407903,10.953073,0.302711627,,
-6.007988,-6.9777155,6.007988,6.9777155,0.161406364,,
-8.684642,-10.232275,8.684642,10.232275,0.178203431,,
-16.62043,-16.027205,16.62043,16.027205,0.035692518,,
-11.742571,-9.83303,11.742571,9.83303,0.162616943,,
-4.788357,-3.7942693,4.788357,3.7942693,0.207605176,,
-8.453564,-8.951236,8.453564,8.951236,0.058871264,,
-16.289827,-17.052279,16.289827,17.052279,0.046805408,,
-17.943554,-18.51102,17.943554,18.51102,0.031625062,,
-26.677181,-13.435447,26.677181,13.435447,0.496369313,,
-8.332968,-11.982317,8.332968,11.982317,0.437941079,,
-16.193155,-13.803765,16.193155,13.803765,0.147555557,,
-5.7724857,-7.578045,5.7724857,7.578045,0.312787141,,
-11.899272,-15.0293865,11.899272,15.0293865,0.263050924,,
