-9.058735,-6.4044943,9.058735,6.4044943,0.29300346,0.168941416
-7.73962,-5.043535,7.73962,5.043535,0.348348498,
-7.987391,-7.7766843,7.987391,7.7766843,0.026379916,
-4.5444536,-5.048378,4.5444536,5.048378,0.110887786,
-11.366535,-12.330895,11.366535,12.330895,0.084842038,
-12.146683,-13.84607,12.146683,13.84607,0.139905438,
-8.669002,-6.7178154,8.669002,6.7178154,0.225076266,
-18.589417,-17.90285,18.589417,17.90285,0.036933219,
-6.2335873,-7.3637147,6.2335873,7.3637147,0.181296474,
-12.842318,-13.35629,12.842318,13.35629,0.040021747,
-11.6459465,-10.906989,11.6459465,10.906989,0.063451906,
-9.288425,-10.319994,9.288425,10.319994,0.111059625,
-5.5757356,-6.25696,5.5757356,6.25696,0.122176597,
-20.921877,-14.130836,20.921877,14.130836,0.324590428,
-7.351245,-6.756116,7.351245,6.756116,0.080956219,
-15.119544,-15.246602,15.119544,15.246602,0.00840356,
-5.860665,-8.434807,5.860665,8.434807,0.439223535,
-7.0415215,-5.258423,7.0415215,5.258423,0.253226309,
-11.145379,-9.7323265,11.145379,9.7323265,0.12678371,
-15.925955,-17.35213,15.925955,17.35213,0.08955036,
-7.7406406,-7.5809226,7.7406406,7.5809226,0.020633693,
-5.236288,-4.634383,5.236288,4.634383,0.114948796,
-6.189411,-6.179893,6.189411,6.179893,0.001537788,
-8.754295,-10.412656,8.754295,10.412656,0.189433986,
-8.407903,-10.893612,8.407903,10.893612,0.295639591,
-6.007988,-5.5659122,6.007988,5.5659122,0.073581339,
-8.684642,-11.286684,8.684642,11.286684,0.299614193,
-16.62043,-17.739573,16.62043,17.739573,0.067335382,
-11.742571,-12.014947,11.742571,12.014947,0.023195602,
-4.788357,-3.6209323,4.788357,3.6209323,0.243804858,
-8.453564,-8.626796,8.453564,8.626796,0.020492185,
-16.289827,-15.559454,16.289827,15.559454,0.044836142,
-17.943554,-17.250637,17.943554,17.250637,0.038616486,
-26.677181,-17.04446,26.677181,17.04446,0.361084666,
-8.332968,-12.384908,8.332968,12.384908,0.486254117,
-16.193155,-11.813728,16.193155,11.813728,0.270449273,
