28.329689,101
28.13118,12
26.885506,30
26.253216,12
25.525005,11
25.305656,11
25.215199,16
24.987335,15
24.985886,12
24.777914,42
24.777233,13
24.69113,21
24.676365,58
24.622002,11
24.251755,13
24.228958,33
24.22613,5
23.94989,19
23.7495,22
23.452076,50
23.374477,23
23.179867,9
23.075974,15
22.979134,5
22.947876,20
22.884434,16
22.784101,15
22.589607,5
22.339338,11
22.246515,26
22.073275,29
22.014957,33
21.904984,60
21.884981,0
21.82342,13
21.692781,10
21.663414,16
21.645887,13
21.59903,50
21.483967,9
21.399988,13
21.335358,15
21.329273,45
21.29121,49
21.28194,13
21.280712,7
21.259491,21
21.181484,13
21.139809,14
21.089506,41
21.089096,5
21.075228,60
21.009266,24
20.999235,89
20.966768,12
20.89129,15
20.889362,28
20.87783,37
20.82695,20
20.825178,15
20.80449,13
20.748716,2
20.744469,14
20.713175,10
20.678112,12
20.637686,23
20.63036,22
20.624842,17
20.603893,31
20.556368,17
20.542961,13
20.52021,47
20.461407,23
20.43021,28
20.425098,1
20.4032,32
20.366436,56
20.365274,7
20.333221,59
20.296528,17
20.221798,42
20.211535,13
20.209446,12
20.203777,15
20.165386,50
20.131031,9
20.112343,2
20.098637,63
20.089565,33
20.08039,42
20.044395,22
20.022076,58
20.02113,25
20.00584,14
19.97886,26
19.978737,20
19.964571,50
19.955067,15
19.949648,60
19.92582,17
19.925041,7
19.919212,22
19.90094,5
19.89094,38
19.882944,28
19.880745,20
19.839233,15
19.80808,22
19.808037,49
19.798931,10
19.795261,28
19.781631,71
19.769371,70
19.744404,13
19.744047,47
19.728134,23
19.701927,18
19.694578,25
19.624027,14
19.623919,11
19.62069,44
19.585546,13
19.548065,12
19.539377,30
19.535192,84
19.52967,25
19.496319,24
19.470486,29
19.466082,10
19.465046,18
19.431095,22
19.395817,14
19.392899,11
19.391539,20
19.39024,12
19.389154,28
19.35027,19
19.32869,87
19.328495,25
19.285715,13
19.281216,64
19.250378,16
19.24715,20
19.245926,22
19.24037,65
19.239677,23
19.236824,16
19.229748,26
19.225407,12
19.214666,12
19.214096,12
19.19921,19
19.19152,42
19.17974,4
19.17963,13
19.177711,24
19.176281,13
19.160524,8
19.15985,6
19.146046,22
19.144724,10
19.13356,54
19.129763,50
19.12525,16
19.09985,22
19.095627,49
19.087801,21
19.07985,27
19.072777,28
19.059616,24
19.049034,20
19.035044,40
19.034134,22
19.025251,13
19.016632,63
19.010746,53
19.001389,18
18.996094,40
18.987408,35
18.986298,27
18.977642,11
18.974312,65
18.962627,26
18.949104,51
18.947144,16
18.94686,3
18.945248,8
18.934721,66
18.924767,44
18.894047,15
18.883732,15
18.871994,17
18.856062,27
18.847107,33
18.830322,14
18.819447,16
18.813698,15
18.812508,49
18.810719,39
18.802988,22
18.769121,13
18.763887,33
18.756413,36
18.738327,80
18.737825,20
18.71753,9
18.713184,50
18.701042,9
18.696857,18
18.696377,10
18.69217,37
18.674076,17
18.671227,27
18.662336,17
18.634714,39
18.614796,22
18.58754,27
18.564598,17
18.555414,10
18.554531,49
18.548119,23
18.544062,20
18.53843,21
18.53818,3
18.530846,58
18.526676,23
18.525764,31
18.52104,12
18.514372,11
18.51297,16
18.509615,69
18.492916,18
18.492346,19
18.485264,5
18.483292,45
18.466864,39
18.463388,65
18.452753,14
18.451817,28
18.4445,17
18.444462,16
18.441349,32
18.429466,27
18.41983,18
18.411098,15
18.40981,23
18.386673,21
18.377254,9
18.35702,9
18.331606,29
18.32967,45
18.326672,9
18.317831,16
18.315516,20
18.296736,7
18.295618,22
18.294538,41
18.293556,30
18.280153,10
18.278696,14
18.277159,15
18.27312,25
18.243778,9
18.240192,19
18.236244,6
18.235353,13
18.23342,15
18.230381,33
18.214334,22
18.19833,52
18.191147,25
18.184479,17
18.172499,13
18.168327,60
18.167933,26
18.162392,28
18.146719,30
18.143108,70
18.141579,15
18.141026,47
18.126041,24
18.122776,20
18.120245,28
18.119516,9
18.101097,12
18.09852,12
18.081293,52
18.078384,12
18.077005,6
18.076687,52
18.075129,39
18.06987,26
18.049034,8
18.04283,51
18.027605,36
18.026007,50
18.025934,32
18.025469,45
18.019844,55
18.001612,11
17.988651,12
17.987503,24
17.977238,7
17.975222,11
17.971632,10
17.96913,14
17.965649,29
17.957258,18
17.951765,10
17.94833,12
17.94328,26
17.925676,58
17.925667,51
17.923195,72
17.919796,17
17.916525,18
17.909996,18
17.908405,27
17.906456,15
17.905197,25
17.903471,43
17.900528,59
17.89838,10
17.891518,35
17.88661,24
17.873692,27
17.863708,20
17.858965,11
17.852577,56
17.849545,18
17.84934,27
17.839203,19
17.832111,76
17.829594,16
17.817503,47
17.81258,9
17.812187,78
17.810612,35
17.801777,31
17.79468,17
17.793562,25
17.790384,30
17.788816,31
17.78636,4
17.784437,6
17.779022,20
17.777472,35
17.772545,22
17.750029,27
17.743944,15
17.740171,6
17.738476,47
17.73649,22
17.731102,45
17.728107,16
17.724812,5
17.722603,12
17.712517,18
17.710361,12
17.707306,20
17.706736,25
17.703857,31
17.699833,9
17.687668,38
17.686878,8
17.686445,40
17.674856,54
17.674232,10
17.673126,19
17.666845,59
17.66259,45
17.659485,51
17.657759,12
17.645634,20
17.644133,15
17.640358,18
17.629948,38
17.624817,49
17.613632,15
17.61244,14
17.607777,12
17.607656,51
17.605427,11
17.60356,27
17.603188,24
17.601923,12
17.597492,9
17.596565,54
17.59518,30
17.593306,21
17.588326,10
17.587896,15
17.585205,11
17.584072,18
17.567255,16
17.56691,18
17.563692,38
17.560955,25
17.556997,15
17.555573,47
17.554337,36
17.55162,19
17.548801,30
17.546558,16
17.546453,20
17.544886,15
17.541119,34
17.540852,3
17.540173,26
17.538614,13
17.53757,40
17.530027,32
17.528307,18
17.524618,21
17.521982,22
17.520782,52
17.501406,37
17.488224,20
17.477633,3
17.476185,19
17.474657,26
17.472914,21
17.472881,15
17.47092,29
17.46963,11
17.46884,14
17.46594,44
17.464712,17
17.461472,7
17.459635,10
17.455517,26
17.437925,31
17.43552,36
17.43464,27
17.431887,29
17.423414,23
17.423203,36
17.422743,16
17.420696,24
17.416628,80
17.412724,54
17.405268,11
17.40201,15
17.400146,52
17.39876,43
17.396906,14
17.390583,11
17.386902,20
17.377262,28
17.369164,10
17.366938,8
17.364489,55
17.355412,21
17.353916,7
17.337967,46
17.337116,25
17.335543,26
17.332115,20
17.329536,45
17.32397,19
17.322506,11
17.315723,52
17.315468,81
17.315407,20
17.313414,4
17.302467,15
17.302254,6
17.298721,16
17.294918,44
17.291452,31
17.288664,9
17.284258,27
17.27104,84
17.269321,45
17.268053,32
17.257364,6
17.256721,28
17.24644,27
17.24625,89
17.242706,14
17.242702,16
17.227365,3
